서울ㆍ인천ㆍ경기도,서울,A02,2024-01-18 00:00,흐림,1,7,40
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-18 12:00,구름많음,1,7,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-19 00:00,구름많음,3,6,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-19 12:00,흐림,3,6,40
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-20 00:00,흐림,1,7,40
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-20 12:00,구름많음,1,7,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-21 00:00,흐림,0,4,40
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-21 12:00,구름많음,0,4,40
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-22 00:00,구름많음,-5,0,30
서울ㆍ인천ㆍ경기도,서울,A02,2024-01-22 12:00,맑음,-5,0,20
서울ㆍ인천ㆍ경기도,서울,A01,2024-01-23 00:00,맑음,-7,-1,20
서울ㆍ인천ㆍ경기도,서울,A01,2024-01-24 00:00,맑음,-7,-1,10
서울ㆍ인천ㆍ경기도,서울,A01,2024-01-25 00:00,맑음,-6,1,0
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-18 00:00,흐림,1,6,40
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-18 12:00,구름많음,1,6,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-19 00:00,구름많음,2,5,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-19 12:00,흐림,2,5,40
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-20 00:00,흐림,1,6,40
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-20 12:00,구름많음,1,6,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-21 00:00,흐림,0,3,40
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-21 12:00,구름많음,0,3,40
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-22 00:00,구름많음,-4,-1,30
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-22 12:00,맑음,-4,-1,20
서울ㆍ인천ㆍ경기도,인천,A01,2024-01-23 00:00,맑음,-6,-1,20
서울ㆍ인천ㆍ경기도,인천,A01,2024-01-24 00:00,맑음,-6,0,10
서울ㆍ인천ㆍ경기도,인천,A01,2024-01-25 00:00,맑음,-5,2,0
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-18 00:00,흐림,1,6,40
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-18 12:00,구름많음,1,6,30
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-19 00:00,구름많음,3,6,30
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-19 12:00,흐림,3,6,40
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-20 00:00,흐림,2,7,40
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-20 12:00,구름많음,2,7,30
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-21 00:00,흐림,0,5,40
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-21 12:00,구름많음,0,5,40
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-22 00:00,구름많음,-5,0,30
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-22 12:00,맑음,-5,0,20
서울ㆍ인천ㆍ경기도,수원,A01,2024-01-23 00:00,맑음,-7,-1,20
서울ㆍ인천ㆍ경기도,수원,A01,2024-01-24 00:00,맑음,-8,0,10
서울ㆍ인천ㆍ경기도,수원,A01,2024-01-25 00:00,맑음,-6,2,0
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-18 00:00,흐림,-1,7,40
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-18 12:00,구름많음,-1,7,30
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-19 00:00,구름많음,0,5,30
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-19 12:00,흐림,0,5,40
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-20 00:00,흐림,0,5,40
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-20 12:00,구름많음,0,5,30
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-21 00:00,흐림,-2,4,40
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-21 12:00,구름많음,-2,4,40
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-22 00:00,구름많음,-7,0,30
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-22 12:00,맑음,-7,0,20
서울ㆍ인천ㆍ경기도,파주,A01,2024-01-23 00:00,맑음,-10,-2,20
서울ㆍ인천ㆍ경기도,파주,A01,2024-01-24 00:00,맑음,-11,-2,10
서울ㆍ인천ㆍ경기도,파주,A01,2024-01-25 00:00,맑음,-11,1,0
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-18 00:00,흐림,-1,5,40
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-18 12:00,구름많음,-1,5,30
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-19 00:00,구름많음,1,6,30
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-19 12:00,흐림,1,6,40
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-20 00:00,흐림,1,7,40
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-20 12:00,구름많음,1,7,30
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-21 00:00,흐림,0,6,40
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-21 12:00,구름많음,0,6,40
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-22 00:00,구름많음,-5,1,30
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-22 12:00,맑음,-5,1,20
서울ㆍ인천ㆍ경기도,이천,A01,2024-01-23 00:00,맑음,-8,-1,20
서울ㆍ인천ㆍ경기도,이천,A01,2024-01-24 00:00,맑음,-9,-1,10
서울ㆍ인천ㆍ경기도,이천,A01,2024-01-25 00:00,맑음,-8,1,0
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-18 00:00,흐림,1,5,40
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-18 12:00,구름많음,1,5,30
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-19 00:00,구름많음,4,6,30
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-19 12:00,흐림,4,6,40
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-20 00:00,흐림,2,8,40
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-20 12:00,구름많음,2,8,30
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-21 00:00,흐림,1,6,40
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-21 12:00,구름많음,1,6,40
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-22 00:00,구름많음,-3,1,30
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-22 12:00,맑음,-3,1,20
서울ㆍ인천ㆍ경기도,평택,A01,2024-01-23 00:00,맑음,-7,-1,20
서울ㆍ인천ㆍ경기도,평택,A01,2024-01-24 00:00,맑음,-8,-2,10
서울ㆍ인천ㆍ경기도,평택,A01,2024-01-25 00:00,맑음,-7,1,0
강원도영서,춘천,A02,2024-01-18 00:00,흐림,-2,8,40
강원도영서,춘천,A02,2024-01-18 12:00,구름많음,-2,8,30
강원도영서,춘천,A02,2024-01-19 00:00,구름많음,0,5,30
강원도영서,춘천,A02,2024-01-19 12:00,흐림,0,5,40
강원도영서,춘천,A02,2024-01-20 00:00,흐림,0,5,40
강원도영서,춘천,A02,2024-01-20 12:00,구름많음,0,5,30
강원도영서,춘천,A02,2024-01-21 00:00,흐림,-1,5,40
