서울ㆍ인천ㆍ경기도,서울,A02,2024-01-15 00:00,맑음,-7,1,10
서울ㆍ인천ㆍ경기도,인천,A02,2024-01-15 00:00,맑음,-7,0,10
서울ㆍ인천ㆍ경기도,수원,A02,2024-01-15 00:00,맑음,-7,1,10
서울ㆍ인천ㆍ경기도,파주,A02,2024-01-15 00:00,맑음,-11,0,10
서울ㆍ인천ㆍ경기도,이천,A02,2024-01-15 00:00,맑음,-9,2,10
서울ㆍ인천ㆍ경기도,평택,A02,2024-01-15 00:00,맑음,-7,1,10
강원도영서,춘천,A02,2024-01-15 00:00,맑음,-8,2,0
강원도영서,원주,A02,2024-01-15 00:00,맑음,-6,1,0
강원도영동,강릉,A02,2024-01-15 00:00,맑음,-1,6,10
대전ㆍ세종ㆍ충청남도,대전,A02,2024-01-15 00:00,맑음,-7,3,0
대전ㆍ세종ㆍ충청남도,세종,A02,2024-01-15 00:00,맑음,-7,2,0
대전ㆍ세종ㆍ충청남도,홍성,A02,2024-01-15 00:00,맑음,-6,2,0
충청북도,청주,A02,2024-01-15 00:00,맑음,-6,2,0
충청북도,충주,A02,2024-01-15 00:00,맑음,-7,1,0
충청북도,영동,A02,2024-01-15 00:00,맑음,-9,3,0
광주ㆍ전라남도,광주,A02,2024-01-15 00:00,맑음,-4,4,0
광주ㆍ전라남도,목포,A02,2024-01-15 00:00,맑음,-1,3,0
광주ㆍ전라남도,여수,A02,2024-01-15 00:00,맑음,0,7,0
광주ㆍ전라남도,순천,A02,2024-01-15 00:00,맑음,-3,7,0
광주ㆍ전라남도,광양,A02,2024-01-15 00:00,맑음,-2,8,0
광주ㆍ전라남도,나주,A02,2024-01-15 00:00,맑음,-5,4,0
전라북도,전주,A02,2024-01-15 00:00,맑음,-5,3,0
전라북도,군산,A02,2024-01-15 00:00,맑음,-5,3,0
전라북도,정읍,A02,2024-01-15 00:00,맑음,-5,2,0
전라북도,남원,A02,2024-01-15 00:00,맑음,-6,4,0
전라북도,고창,A02,2024-01-15 00:00,맑음,-4,2,0
전라북도,무주,A02,2024-01-15 00:00,맑음,-9,3,0
부산ㆍ울산ㆍ경상남도,부산,A02,2024-01-15 00:00,맑음,0,9,0
부산ㆍ울산ㆍ경상남도,울산,A02,2024-01-15 00:00,맑음,-2,7,0
부산ㆍ울산ㆍ경상남도,창원,A02,2024-01-15 00:00,맑음,-2,7,0
부산ㆍ울산ㆍ경상남도,진주,A02,2024-01-15 00:00,맑음,-4,9,0
부산ㆍ울산ㆍ경상남도,거창,A02,2024-01-15 00:00,맑음,-8,6,0
부산ㆍ울산ㆍ경상남도,통영,A02,2024-01-15 00:00,맑음,0,9,0
대구ㆍ경상북도,대구,A02,2024-01-15 00:00,맑음,-4,6,0
대구ㆍ경상북도,안동,A02,2024-01-15 00:00,맑음,-6,4,0
대구ㆍ경상북도,포항,A02,2024-01-15 00:00,맑음,-2,7,0
대구ㆍ경상북도,경주,A02,2024-01-15 00:00,맑음,-5,6,0
대구ㆍ경상북도,울진,A02,2024-01-15 00:00,맑음,-2,7,0
대구ㆍ경상북도,울릉도,A02,2024-01-15 00:00,맑음,0,4,0
제주도,제주,A02,2024-01-15 00:00,구름많음,4,7,20
제주도,서귀포,A02,2024-01-15 00:00,구름많음,5,11,20
